finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
5392;1655515.08;1376434.02;117250.02;Verification de la conformite aux normes locales de construction.;399310.99;Immeuble;Mme Dupont;???;False
5393;663798.78;715931.48;???;Frais de main-d'œuvre pour la construction.;9999999999;ecole;Mme Garcia;1.006;False
5394;;734690.9;;Installation des reseaux electriques et plomberie.;157889.76;;M. Smith;1.274;True
5395;1049406.32;1168534.33;57820.13;Construction de la structure en beton arme.;263555.28;;M. Ali;0.881;True
5396;887435.81;827987.81;61987.42;Construction de la structure en beton arme.;127113.87;Immeuble;M. Ali;1.453;False
5397;???;3126203.19;226926.08;Installation de dispositifs de securite sur le chantier.;434833.9;Stade;Mme Garcia;1.452;True
5398;895994.05;794620.1;96472.05;Verification de la conformite aux normes locales de construction.;130202.67;;M. Ali;1.095;True
5399;1942960.71;2562690.88;144953.11;Achat de materiaux de construction (ciment, acier, etc.).;9999999999;Usine;Mme Zhang;1.403;False
5400;texte;3025147.48;9999999999;Installation des reseaux electriques et plomberie.;418790.27;Stade;Mme Dupont;1.097;False
5401;???;???;;Construction de la structure en beton arme.;512085.59;ecole;Mme Garcia;1.202;False
5402;3592674.54;3549001.81;199529.72;Verification de la conformite aux normes locales de construction.;446498.24;Route;M. Muller;1.383;False
5403;3432953.03;4570626.32;465485.7;Achat de materiaux de construction (ciment, acier, etc.).;524080.57;Hopital;Mme Zhang;0.977;True
5404;2875015.16;2940990.24;185474.86;Verification de la conformite aux normes locales de construction.;810627.75;Stade;M. Smith;0.983;False
5405;245837.37;210691.64;7926.73;Installation de dispositifs de securite sur le chantier.;55884.68;Port;;0.941;False
5406;4421489.1;4612427.48;622319.42;Amenagement interieur et finitions (peinture, carrelage).;???;Port;M. Muller;1.417;False
5407;1837777.26;1670310.4;;Frais pour les certifications et inspections de securite.;;;Mme Dupont;;False
5408;170980.07;213258.85;???;Amenagement interieur et finitions (peinture, carrelage).;26689.65;Usine;Mme Dupont;1.054;True
5409;;texte;???;Frais pour les certifications et inspections de securite.;327294.83;Pont;M. Ali;;True
5410;3110922.82;4132334.89;335976.99;Installation des reseaux electriques et plomberie.;328749.86;Pont;Mme Garcia;1.282;True
5411;472327.19;413722.93;24815.62;Verification de la conformite aux normes locales de construction.;132523.36;Port;M. Ali;1.232;True
5412;4640153.89;3570638.66;255580.65;Amenagement interieur et finitions (peinture, carrelage).;910939.78;Route;M. Muller;1.233;False
5413;3878206.68;3104666.06;226062.55;Verification de la conformite aux normes locales de construction.;630835.43;Immeuble;Mme Zhang;0.895;False
5414;???;1236263.05;145175.52;Construction de la structure en beton arme.;9999999999;Immeuble;M. Muller;1.407;False
5415;531108.96;424428.99;???;Verification de la conformite aux normes locales de construction.;;ecole;Mme Garcia;0.897;True
5416;864062.31;1121422.62;104768.21;Acquisition du terrain pour le projet.;9999999999;Immeuble;M. Muller;1.4;False
5417;2929073.49;4042263.7;179434.01;Installation des reseaux electriques et plomberie.;435310.82;Immeuble;;???;False
5418;4002272.38;3722507.88;148977.85;Verification de la conformite aux normes locales de construction.;975188.35;;M. Muller;1.241;False
5419;728953.1;644050.04;22787.34;Achat de materiaux de construction (ciment, acier, etc.).;164095.14;Pont;Mme Dupont;1.361;True
5420;4873796.99;4434389.52;9999999999;Amenagement interieur et finitions (peinture, carrelage).;???;Usine;M. Smith;???;True
5421;???;3408291.08;468669.1;Construction de la structure en beton arme.;973791.17;ecole;M. Ali;;True
5422;4757809.94;4600182.93;638618.14;Installation des reseaux electriques et plomberie.;1122771.17;;M. Muller;0.898;False
5423;2832727.95;2303683.86;123416.12;Frais de main-d'œuvre pour la construction.;228800.0;Immeuble;M. Muller;0.845;True
5424;3402345.36;3068047.99;200109.44;Installation de dispositifs de securite sur le chantier.;812455.83;Usine;M. Ali;1.214;False
5425;1061713.05;896451.14;109248.9;Amenagement interieur et finitions (peinture, carrelage).;212809.57;Immeuble;Mme Garcia;;True
5426;480216.26;444560.18;46689.33;Verification de la conformite aux normes locales de construction.;78830.07;ecole;Mme Garcia;1.25;True
5427;2893686.5;3148288.21;;Construction de la structure en beton arme.;807328.0;Route;Mme Garcia;1.038;True
5428;266628.08;220337.14;20614.67;Amenagement interieur et finitions (peinture, carrelage).;;Pont;M. Smith;1.069;False
5429;5225236.03;4118180.25;268411.13;Frais pour les certifications et inspections de securite.;1420325.91;Immeuble;Mme Garcia;1.072;True
5430;;1253803.49;112441.86;;153932.99;ecole;Mme Dupont;0.801;True
5431;???;4911780.17;750581.41;Frais de main-d'œuvre pour la construction.;612771.58;Immeuble;Mme Zhang;1.185;False
5432;1967541.14;???;;Frais pour les certifications et inspections de securite.;340950.43;Port;Mme Dupont;1.481;True
5433;1057938.2;933300.8;77535.22;Frais de main-d'œuvre pour la construction.;109857.54;ecole;M. Ali;1.041;False
5434;4053501.89;3766246.18;???;Construction de la structure en beton arme.;600811.97;Hopital;Mme Dupont;1.473;True
5435;1072476.97;962137.18;26614.38;Frais pour les certifications et inspections de securite.;156485.54;;M. Ali;9999999999;True
5436;291132.91;368472.05;33577.46;Installation des reseaux electriques et plomberie.;55541.31;;M. Smith;1.029;False
5437;3408711.81;4434649.08;;Installation de dispositifs de securite sur le chantier.;378938.86;ecole;M. Smith;1.334;False
5438;4877391.6;3873610.1;557261.72;Amenagement interieur et finitions (peinture, carrelage).;1172473.27;Pont;M. Ali;???;False
5439;1921319.57;1996916.79;;Installation des reseaux electriques et plomberie.;259102.76;Pont;M. Smith;???;True
5440;481158.08;583404.42;25215.23;Installation des reseaux electriques et plomberie.;133815.41;Stade;Mme Garcia;0.924;False
5441;6074941.8;4813583.91;399042.14;Achat de materiaux de construction (ciment, acier, etc.).;1312252.49;Pont;Mme Garcia;1.455;False
5442;3051928.58;4240399.98;413429.9;Installation des reseaux electriques et plomberie.;???;Immeuble;Mme Dupont;???;False
5443;1555577.45;1885949.93;111159.89;Amenagement interieur et finitions (peinture, carrelage).;390539.16;Pont;Mme Zhang;???;False
5444;;3871274.78;247153.86;Verification de la conformite aux normes locales de construction.;1056140.41;;M. Smith;1.208;False
5445;3388720.26;3417218.72;36010.51;;718907.92;Stade;Mme Dupont;???;False
5446;5635420.58;4624567.06;108915.02;Frais de main-d'œuvre pour la construction.;565276.15;ecole;Mme Zhang;1.231;False
5447;???;2122867.87;110511.13;Travaux de genie civil et fondation du batiment.;382346.32;Usine;;1.15;False
5448;372357.54;???;6179.4;Verification de la conformite aux normes locales de construction.;88519.94;Usine;Mme Dupont;1.285;False
5449;1324320.16;1179823.07;165071.93;Travaux de genie civil et fondation du batiment.;266064.07;ecole;M. Muller;1.007;False
5450;779990.89;796875.43;;Travaux de genie civil et fondation du batiment.;;;M. Ali;;True
5451;1169638.37;1003769.0;48411.14;Frais pour les certifications et inspections de securite.;157797.83;Immeuble;Mme Zhang;???;False
5452;6010641.39;4897413.28;173215.26;Installation de dispositifs de securite sur le chantier.;1055508.52;Stade;;0.867;False
5453;2236574.33;2606325.12;289456.77;Achat de materiaux de construction (ciment, acier, etc.).;364612.93;Hopital;M. Ali;1.271;False
5454;;;???;Amenagement interieur et finitions (peinture, carrelage).;411459.58;;M. Ali;1.428;True
5455;2100614.83;1724333.52;107259.59;;473611.03;Hopital;M. Smith;1.213;True
5456;5922752.55;4725541.41;;Installation des reseaux electriques et plomberie.;1436039.18;Pont;M. Ali;1.185;False
5457;2943516.76;3296152.51;82903.95;Frais pour les certifications et inspections de securite.;630702.61;ecole;Mme Dupont;1.184;False
5458;3883832.34;3370099.39;287604.5;Achat de materiaux de construction (ciment, acier, etc.).;483537.39;Immeuble;Mme Garcia;1.096;True
5459;;2175789.98;133824.6;Achat de materiaux de construction (ciment, acier, etc.).;;ecole;Mme Zhang;1.269;False
5460;3907612.88;3395528.26;370141.13;Acquisition du terrain pour le projet.;691734.32;Hopital;Mme Garcia;1.258;False
5461;485455.87;401821.64;29467.53;Installation de dispositifs de securite sur le chantier.;84180.41;Route;Mme Zhang;1.438;False
5462;2113913.35;1852294.55;70867.2;Frais pour les certifications et inspections de securite.;???;Pont;Mme Dupont;texte;False
5463;5009868.77;4086855.82;181233.98;Acquisition du terrain pour le projet.;571663.91;ecole;M. Smith;1.183;True
5464;;1689714.55;75836.09;Achat de materiaux de construction (ciment, acier, etc.).;203325.78;Hopital;Mme Garcia;0.834;True
5465;2815307.69;2344237.16;327359.09;Frais pour les certifications et inspections de securite.;834628.78;Port;Mme Garcia;1.497;True
5466;5474365.99;4936051.14;125771.65;Acquisition du terrain pour le projet.;916366.01;Hopital;M. Ali;1.332;True
5467;965718.28;941994.07;116219.49;Construction de la structure en beton arme.;136162.35;Stade;Mme Zhang;???;False
5468;2178584.89;2736667.82;163008.47;Frais pour les certifications et inspections de securite.;519886.41;Pont;M. Ali;;True
5469;3845768.25;4121063.75;???;Verification de la conformite aux normes locales de construction.;844554.63;Usine;Mme Dupont;1.396;True
5470;1965228.95;2536921.92;22615.26;Amenagement interieur et finitions (peinture, carrelage).;335707.58;Hopital;M. Muller;0.896;False
5471;1988616.97;1890654.34;236391.36;;242483.23;Port;;???;False
5472;4581489.4;4415972.11;640587.65;Acquisition du terrain pour le projet.;;Port;Mme Zhang;1.197;False
5473;2254585.96;3002058.2;253717.44;Installation de dispositifs de securite sur le chantier.;627045.18;Port;Mme Dupont;0.879;True
5474;3496737.88;3186416.94;???;Achat de materiaux de construction (ciment, acier, etc.).;433585.77;Route;M. Ali;1.357;False
5475;5550795.57;4399321.7;;Achat de materiaux de construction (ciment, acier, etc.).;;Pont;Mme Zhang;0.857;False
5476;157663.83;161015.04;18317.79;Achat de materiaux de construction (ciment, acier, etc.).;???;Port;Mme Garcia;1.091;True
5477;3720749.11;;460701.53;Frais pour les certifications et inspections de securite.;998410.59;;M. Ali;1.273;True
5478;690956.19;946117.41;56001.06;Travaux de genie civil et fondation du batiment.;94115.06;;Mme Zhang;0.997;False
5479;3760109.68;3328163.94;491121.2;Achat de materiaux de construction (ciment, acier, etc.).;830024.89;Hopital;M. Smith;???;False
5480;2873696.13;2431473.56;42571.95;Verification de la conformite aux normes locales de construction.;???;Stade;Mme Garcia;1.214;True
5481;???;3546183.75;156067.3;Verification de la conformite aux normes locales de construction.;???;Immeuble;Mme Dupont;;True
5482;???;2741958.17;texte;Amenagement interieur et finitions (peinture, carrelage).;866412.89;Hopital;M. Ali;texte;False
5483;812583.78;1127101.97;120404.35;Frais pour les certifications et inspections de securite.;217711.91;Port;Mme Garcia;0.919;True
5484;2118026.76;2540274.43;294496.38;Construction de la structure en beton arme.;260609.91;Usine;Mme Garcia;0.914;True
5485;355051.45;???;20186.15;Travaux de genie civil et fondation du batiment.;79048.58;Port;Mme Garcia;1.093;False
5486;???;???;100706.54;Acquisition du terrain pour le projet.;1133013.92;ecole;M. Muller;0.837;True
5487;???;313427.55;6081.49;Travaux de genie civil et fondation du batiment.;37645.83;Port;M. Muller;1.064;False
5488;3919222.1;3623268.02;405618.26;Amenagement interieur et finitions (peinture, carrelage).;???;;Mme Dupont;1.329;True
5489;4007178.07;4454314.57;395180.14;;484766.61;Immeuble;Mme Zhang;1.447;False
5490;3066531.95;2754665.75;453101.34;Installation des reseaux electriques et plomberie.;506728.09;Pont;Mme Garcia;texte;False
5491;2725739.46;2592798.22;???;Frais de main-d'œuvre pour la construction.;170601.58;Immeuble;;1.216;True
5492;1786830.94;1823823.85;9999999999;Frais pour les certifications et inspections de securite.;281906.34;Immeuble;Mme Zhang;1.494;True
5493;2102354.55;2294064.81;88993.84;Verification de la conformite aux normes locales de construction.;456967.97;Immeuble;M. Smith;1.028;False
5494;1391034.61;1575177.76;149017.59;Frais de main-d'œuvre pour la construction.;122687.7;Hopital;Mme Zhang;1.317;True
5495;1855386.93;1653661.84;151448.85;Construction de la structure en beton arme.;383746.53;Usine;Mme Zhang;1.065;True
5496;4729156.38;;639899.78;Verification de la conformite aux normes locales de construction.;698241.29;Hopital;M. Smith;1.45;False
5497;725232.86;860751.97;texte;Amenagement interieur et finitions (peinture, carrelage).;185204.24;Port;Mme Zhang;???;True
5498;3091677.24;3114708.35;240284.48;Travaux de genie civil et fondation du batiment.;771932.38;Port;M. Muller;0.885;False
5499;1053298.48;1331660.12;48487.53;Travaux de genie civil et fondation du batiment.;315048.76;ecole;M. Muller;0.942;True
5500;1098514.27;9999999999;55272.92;Travaux de genie civil et fondation du batiment.;149491.9;Port;M. Ali;texte;False
5501;4851118.55;4578602.62;283185.19;Installation de dispositifs de securite sur le chantier.;532940.88;ecole;M. Smith;0.965;True
5502;3788538.86;;texte;Construction de la structure en beton arme.;1062807.26;Port;M. Ali;0.958;False
5503;9999999999;880567.96;???;Construction de la structure en beton arme.;157222.7;Port;Mme Zhang;1.049;True
5504;6142304.59;4849779.21;198251.5;Achat de materiaux de construction (ciment, acier, etc.).;1262179.54;Immeuble;Mme Zhang;1.415;True
5505;2567992.63;2828188.08;;Installation des reseaux electriques et plomberie.;521761.36;Hopital;Mme Garcia;???;True
5506;4259999.09;???;203788.24;Construction de la structure en beton arme.;528329.33;Route;Mme Zhang;0.894;True
5507;1723278.03;2117517.78;175986.71;Installation des reseaux electriques et plomberie.;9999999999;Stade;Mme Zhang;;False
5508;920564.93;1057785.87;96481.37;;233575.56;Port;M. Ali;1.238;False
5509;436087.49;347381.57;???;Amenagement interieur et finitions (peinture, carrelage).;59765.26;Pont;Mme Zhang;9999999999;True
5510;4637156.93;4342943.2;98988.07;Installation de dispositifs de securite sur le chantier.;672361.56;Usine;;0.955;False
5511;2299908.28;3274917.67;189070.69;Installation de dispositifs de securite sur le chantier.;581831.51;Pont;Mme Zhang;0.978;True
5512;9999999999;4211145.85;669412.12;Achat de materiaux de construction (ciment, acier, etc.).;???;Hopital;M. Ali;1.056;False
5513;6039979.57;4679247.72;102552.91;Verification de la conformite aux normes locales de construction.;texte;Pont;M. Smith;???;False
5514;???;1525306.89;56861.95;Frais pour les certifications et inspections de securite.;???;Hopital;Mme Zhang;texte;True
5515;652598.78;517774.46;texte;Installation de dispositifs de securite sur le chantier.;131398.42;Stade;Mme Dupont;1.098;False
5516;3145761.77;4286904.38;texte;;344974.61;Stade;Mme Zhang;1.008;True
5517;3706592.8;3781997.1;239369.3;Achat de materiaux de construction (ciment, acier, etc.).;863910.65;Pont;M. Ali;0.868;True
5518;1733258.64;1763574.21;39683.31;Frais pour les certifications et inspections de securite.;180032.86;Usine;M. Smith;???;False
5519;2138729.18;2410234.57;196724.81;Installation de dispositifs de securite sur le chantier.;638935.66;Route;;0.989;False
5520;5785102.8;4860509.79;;Construction de la structure en beton arme.;???;Stade;Mme Garcia;;False
5521;882671.57;???;30619.92;Travaux de genie civil et fondation du batiment.;192818.35;Hopital;Mme Garcia;0.911;False
5522;1271475.54;1049103.28;185759.82;Frais de main-d'œuvre pour la construction.;???;Hopital;M. Ali;1.217;True
5523;3083674.2;;;Achat de materiaux de construction (ciment, acier, etc.).;340880.48;Usine;M. Ali;0.963;True
5524;1747159.13;1878351.01;128609.09;;369347.27;Pont;M. Muller;1.045;True
5525;;2921217.43;337079.48;Acquisition du terrain pour le projet.;306973.94;Immeuble;M. Smith;1.063;True
5526;1676288.69;;103731.49;Installation des reseaux electriques et plomberie.;486850.57;ecole;M. Ali;1.069;True
5527;2113076.12;1839498.01;273538.55;Verification de la conformite aux normes locales de construction.;278315.88;Route;M. Smith;0.911;False
5528;2176555.98;texte;138769.59;Travaux de genie civil et fondation du batiment.;290510.87;Port;M. Smith;0.852;False
